sequence,variable,value
504,param_272,66.4008
505,param_272,23.3264
506,param_272,35.0553
507,param_272,44.9459
508,param_272,14.4648
509,param_272,14.9238
510,param_272,44.7169
511,param_272,58.8736
512,param_272,54.3146
513,param_272,52.9631
514,param_272,19.4771
515,param_272,25.2822
516,param_272,42.8584
517,param_272,25.9761
518,param_272,64.2691
519,param_272,61.0399
520,param_272,43.5599
521,param_272,52.4352
522,param_272,25.9174
523,param_272,71.9643
524,param_272,24.1805
525,param_272,28.0002
526,param_272,38.1459
527,param_272,58.9098
528,param_272,51.8341
529,param_272,61.2652
530,param_272,84.5465
531,param_272,34.1837
532,param_272,21.904
533,param_272,27.0277
534,param_272,33.937
535,param_272,27.2949
536,param_272,48.7697
537,param_272,18.1278
538,param_272,23.6227
539,param_272,27.0966
540,param_272,25.0312
541,param_272,45.0697
542,param_272,25.6107
543,param_272,67.4597
544,param_272,35.1585
545,param_272,54.755
546,param_272,44.6487
547,param_272,69.3048
548,param_272,64.6619
549,param_272,36.6552
550,param_272,84.1782
551,param_272,76.0494
552,param_272,60.5644
553,param_272,64.5534
554,param_272,36.7185
555,param_272,53.3765
556,param_272,25.3304
557,param_272,28.4559
558,param_272,69.2086
559,param_272,50.4749
560,param_272,16.7901
561,param_272,47.3265
562,param_272,8.6211
563,param_272,26.3716
564,param_272,72.9768
565,param_272,31.7074
566,param_272,15.1015
567,param_272,45.3938
568,param_272,13.6053
569,param_272,45.9261
570,param_272,67.7041
68,param_275,0.1616
259,param_279,0.0295
260,param_279,0.0376
829,param_277,2.7728
830,param_277,1.9866
831,param_277,2.514
832,param_277,3.4613
833,param_277,3.4613
834,param_277,3.4133
835,param_277,3.8503
836,param_277,1.9283
837,param_277,1.4153
838,param_277,1.9283
839,param_277,2.8455
840,param_277,1.4153
841,param_277,1.521
842,param_277,1.9283
843,param_277,1.1262
844,param_277,1.9283
845,param_277,2.3735
846,param_277,4.9181
847,param_277,2.5621
848,param_277,2.2877
849,param_277,1.6004
850,param_277,2.5048
851,param_277,2.3447
852,param_277,4.3108
853,param_277,2.3447
854,param_277,1.4153
855,param_277,3.4613
856,param_277,1.875
857,param_277,1.8677
858,param_277,4.1966
859,param_277,3.2263
860,param_277,3.8985
861,param_277,2.1101
862,param_277,4.1966
863,param_277,1.6477
864,param_277,3.2751
865,param_277,2.3735
866,param_277,1.4886
867,param_277,1.2905
868,param_277,1.3851
869,param_277,2.3447
870,param_277,1.8677
871,param_277,2.2877
872,param_277,1.8677
873,param_277,2.5048
874,param_277,1.3505
875,param_277,2.3963
876,param_277,1.2905
877,param_277,1.9943
878,param_277,1.9943
879,param_277,1.2905
880,param_277,1.3505
881,param_277,2.2515
882,param_277,2.2515
883,param_277,1.9943
884,param_277,1.9771
885,param_277,1.3399
886,param_277,1.9771
887,param_277,2.4174
888,param_277,2.4174
889,param_277,2.6991
890,param_277,2.1694
891,param_277,0.9138
892,param_277,1.4221
893,param_277,3.0041
894,param_277,3.0041
895,param_277,2.2515
896,param_277,4.9181
897,param_277,2.3963
898,param_277,2.1694
899,param_277,1.6994
900,param_277,3.0041
901,param_277,1.6994
902,param_277,2.4197
903,param_277,2.1099
904,param_277,1.3399
905,param_277,2.4174
906,param_277,3.0041
907,param_277,2.4174
908,param_277,2.4197
909,param_277,3.0041
910,param_277,2.1694
911,param_277,1.6088
912,param_277,2.1099
913,param_277,2.1694
914,param_277,1.802
915,param_277,2.1559
916,param_277,2.1559
917,param_277,2.1559
918,param_277,2.1559
919,param_277,1.3399
920,param_277,2.2107444945267227
921,param_277,0.9253
922,param_277,1.4221
923,param_277,2.2107444945267227
924,param_277,0.9138
925,param_277,1.3669
926,param_277,0.9138
927,param_277,3.0041
928,param_277,2.2107444945267227
929,param_277,2.1099
930,param_277,1.386
931,param_277,1.386
932,param_277,1.386
933,param_277,1.4221
934,param_277,2.1559
935,param_277,3.3846
936,param_277,1.828
937,param_277,1.3485
938,param_277,3.3846
939,param_277,1.8613
940,param_277,0.9253
941,param_277,1.828
942,param_277,1.828
943,param_277,3.3846
944,param_277,1.8653
945,param_277,1.828
946,param_277,3.3846
947,param_277,1.8521
948,param_277,2.2107444945267227
949,param_277,3.3846
950,param_277,3.3846
951,param_277,2.3721
952,param_277,3.0495
953,param_277,2.6017
954,param_277,3.5599
955,param_277,1.8521
956,param_277,1.3485
957,param_277,1.7027
958,param_277,2.3721
959,param_277,1.5889
960,param_277,1.8521
961,param_277,1.3485
962,param_277,1.5889
963,param_277,2.1099
964,param_277,2.3721
965,param_277,1.8613
966,param_277,1.828
967,param_277,2.6017
968,param_277,1.8307
969,param_277,3.5599
970,param_277,2.4197
971,param_277,1.8521
972,param_277,2.4197
973,param_277,2.4197
974,param_277,1.5889
975,param_277,2.3721
976,param_277,2.6221
977,param_277,1.6088
978,param_277,2.6017
979,param_277,2.6017
980,param_277,1.8307
981,param_277,2.3721
982,param_277,1.8307
983,param_277,1.7274
984,param_277,1.7274
985,param_277,3.3846
986,param_277,1.5889
987,param_277,1.5057
988,param_277,1.6699
989,param_277,1.4799
990,param_277,1.8307
991,param_277,1.5889
992,param_277,1.7274
993,param_277,2.6017
994,param_277,1.4077
995,param_277,2.2107444945267227
996,param_277,2.2149
997,param_277,1.5889
998,param_277,3.6157
999,param_277,2.1982
1000,param_277,1.8307
1001,param_277,1.7027
1002,param_277,1.4077
1003,param_277,2.2984
1004,param_277,1.4077
1005,param_277,1.386
1006,param_277,1.5889
1007,param_277,1.2905
1008,param_277,2.4206
1009,param_277,1.9845
1010,param_277,1.5889
1011,param_277,1.9845
1012,param_277,2.2149
1013,param_277,1.4761
1014,param_277,1.7397
1015,param_277,1.8307
1016,param_277,1.7397
1017,param_277,1.4799
1018,param_277,1.6184
1019,param_277,1.7274
1020,param_277,1.9487
1021,param_277,1.4077
1022,param_277,2.2984
1023,param_277,1.156
1024,param_277,1.0089
1025,param_277,2.2477
1026,param_277,2.3433
1027,param_277,2.304
1028,param_277,2.2984
1029,param_277,1.6184
1030,param_277,2.4138
1031,param_277,2.4714
1032,param_277,1.7129
1033,param_277,2.4714
1034,param_277,1.7397
1035,param_277,1.7129
1036,param_277,1.397
1037,param_277,2.2477
1038,param_277,1.397
1039,param_277,1.5889
1040,param_277,1.9254
1041,param_277,2.6017
1042,param_277,1.7397
1043,param_277,2.304
1044,param_277,2.7453
1045,param_277,1.8239
1046,param_277,2.304
1047,param_277,2.4714
1048,param_277,1.0089
1049,param_277,2.4714
1050,param_277,2.3433
1051,param_277,1.9784
1052,param_277,2.4138
1053,param_277,2.1625
1054,param_277,1.653
1055,param_277,2.304
1056,param_277,2.3721
1057,param_277,2.4138
1058,param_277,1.9254
1059,param_277,2.1625
1060,param_277,2.304
1061,param_277,2.304
1062,param_277,1.9784
1063,param_277,2.4138
1064,param_277,2.1625
1065,param_277,2.1625
1066,param_277,1.9994
1067,param_277,1.156
1068,param_277,2.1266
1069,param_277,1.8265
1070,param_277,2.0229
1071,param_277,1.0322
1072,param_277,2.4138
1073,param_277,2.4138
1074,param_277,2.1266
1075,param_277,2.4714
1076,param_277,1.8092
1077,param_277,1.4193
1078,param_277,1.4193
1079,param_277,1.5312
1080,param_277,2.1266
1081,param_277,2.5908
1082,param_277,1.7129
1083,param_277,1.4193
1084,param_277,2.0358
1085,param_277,1.8705
1086,param_277,2.4138
1087,param_277,2.4714
1088,param_277,2.5908
1089,param_277,3.6334
1090,param_277,2.4138
1091,param_277,2.0055
1092,param_277,2.0055
1093,param_277,2.0055
1094,param_277,2.0055
1095,param_277,2.0055
1096,param_277,1.4193
1097,param_277,1.8265
1098,param_277,1.8941
1099,param_277,1.653
1100,param_277,1.5501
1101,param_277,1.9994
1102,param_277,1.7129
1103,param_277,1.7129
1104,param_277,1.7129
1105,param_277,3.2694
1106,param_277,1.5501
1107,param_277,1.8239
1108,param_277,2.0506
1109,param_277,1.6708
1110,param_277,1.0322
1111,param_277,2.0276
1112,param_277,3.6334
1113,param_277,1.6708
1114,param_277,1.5312
1115,param_277,2.9871
1116,param_277,1.6708
1117,param_277,1.5889
1118,param_277,2.4714
1119,param_277,1.4193
1120,param_277,2.0791
1121,param_277,1.7544
1122,param_277,1.8239
1123,param_277,1.3485
1124,param_277,1.9026
1125,param_277,2.1625
1126,param_277,1.8265
1127,param_277,1.8239
1128,param_277,2.2873
186,param_278,0.0009
1533,param_271,23.3145
1534,param_271,20.1473
1535,param_271,69.7433
1536,param_271,27.5614
1537,param_271,41.3655
1538,param_271,52.0818
1539,param_271,58.3233
1540,param_271,46.8417
1541,param_271,63.2504
1542,param_271,80.0506
1543,param_271,61.1084
1544,param_271,64.2276
1545,param_271,63.615
1546,param_271,62.0215
1547,param_271,20.1542
1548,param_271,52.2946
1549,param_271,38.93
1550,param_271,67.6876
1551,param_271,44.1357
1552,param_271,23.4359
1553,param_271,47.8823
1554,param_271,23.607
1555,param_271,26.7955
1556,param_271,28.4766
1557,param_271,47.3426
1558,param_271,53.4386
1559,param_271,49.8957
1560,param_271,44.4488
1561,param_271,40.2247
1562,param_271,31.2833
1563,param_271,92.684
1564,param_271,45.4934
1565,param_271,32.8227
1566,param_271,56.6312
0,param_272,22.9057
1,param_272,22.3163
2,param_272,32.6256
3,param_272,44.3906
4,param_272,53.0876
5,param_272,36.4696
6,param_272,40.5089
7,param_272,65.5784
8,param_272,44.2335
9,param_272,72.1316
10,param_272,50.6152
11,param_272,50.3528
12,param_272,24.8685
13,param_272,24.3169
14,param_272,65.5491
15,param_272,50.9188
16,param_272,35.7726
17,param_272,55.7701
18,param_272,9.3474
19,param_272,39.0394
20,param_272,28.1733
21,param_272,28.9209
22,param_272,17.1354
23,param_272,47.7554
24,param_272,46.0845
25,param_272,54.2649
26,param_272,62.5772
27,param_272,44.5725
28,param_272,68.2654
29,param_272,55.1959
30,param_272,70.0541
31,param_272,64.7419
32,param_272,17.066
33,param_272,68.2815
34,param_272,41.549
35,param_272,46.4432
36,param_272,41.2456
37,param_272,77.8077
38,param_272,37.4513
39,param_272,48.1604
40,param_272,34.7118
41,param_272,31.6584
42,param_272,16.9423
43,param_272,70.6028
44,param_272,40.326
45,param_272,49.3298
46,param_272,56.5652
47,param_272,60.986
48,param_272,85.0263
49,param_272,45.3961
50,param_272,64.5401
51,param_272,57.1555
52,param_272,53.6918
53,param_272,22.0568
54,param_272,59.5037
55,param_272,68.0487
56,param_272,52.3961
57,param_272,49.0014
58,param_272,52.8454
59,param_272,45.5751
60,param_272,74.4596
61,param_272,53.8764
62,param_272,56.7312
63,param_272,72.0968
64,param_272,62.6897
65,param_272,41.2671
66,param_272,47.8409
67,param_272,50.8324
68,param_272,60.4413
69,param_272,52.244
70,param_272,69.4497
71,param_272,45.3288
72,param_272,38.8906
73,param_272,43.6834
74,param_272,42.234
75,param_272,55.9162
76,param_272,41.9652
77,param_272,46.4238
78,param_272,37.8865
79,param_272,61.908
80,param_272,51.0084
81,param_272,42.1024
82,param_272,52.1789
83,param_272,35.9635
84,param_272,46.4735
85,param_272,13.3636
86,param_272,18.604
87,param_272,11.3213
88,param_272,10.0285
89,param_272,29.6075
90,param_272,36.2012
91,param_272,28.6872
92,param_272,13.0903
93,param_272,47.1104
94,param_272,27.6841
95,param_272,21.3097
96,param_272,55.5934
97,param_272,30.3511
98,param_272,69.6508
99,param_272,61.8203
100,param_272,17.873
101,param_272,38.8917
102,param_272,41.299
103,param_272,42.0662
104,param_272,42.0083
105,param_272,60.7583
106,param_272,47.0601
107,param_272,54.4456
108,param_272,42.8075
109,param_272,42.2246
110,param_272,53.6418
111,param_272,25.4458
112,param_272,52.3545
113,param_272,41.1768
114,param_272,52.8754
115,param_272,54.3442
116,param_272,79.1147
117,param_272,23.2658
118,param_272,58.0494
119,param_272,46.352
120,param_272,57.8709
121,param_272,42.489
122,param_272,43.9004
123,param_272,34.7908
124,param_272,34.0496
125,param_272,55.9576
126,param_272,59.5962
127,param_272,10.8727
128,param_272,48.8326
129,param_272,45.088
130,param_272,62.7825
131,param_272,56.4517
132,param_272,75.3749
133,param_272,57.2154
134,param_272,70.1645
135,param_272,30.9622
136,param_272,33.8221
137,param_272,37.7421
138,param_272,71.0416
139,param_272,51.4013
140,param_272,24.3706
141,param_272,24.972
142,param_272,58.1612
143,param_272,57.2667
144,param_272,63.4851
145,param_272,24.7888
146,param_272,43.3298
147,param_272,65.7135
148,param_272,54.5049
149,param_272,55.0121
150,param_272,32.7367
151,param_272,77.0345
152,param_272,63.4522
153,param_272,36.0109
154,param_272,48.2584
155,param_272,29.3242
156,param_272,51.0825
157,param_272,38.9485
158,param_272,56.7683
159,param_272,76.9355
160,param_272,36.9528
161,param_272,49.0395
162,param_272,56.122
163,param_272,55.1088
164,param_272,35.8556
165,param_272,15.2521
166,param_272,47.6555
167,param_272,25.0115
168,param_272,45.3373
169,param_272,23.4079
170,param_272,52.5496
171,param_272,50.2589
172,param_272,38.0079
173,param_272,67.7186
174,param_272,54.9108
175,param_272,40.8367
176,param_272,33.7532
177,param_272,13.4108
178,param_272,34.289
179,param_272,53.6056
180,param_272,25.6734
181,param_272,65.0641
182,param_272,59.0982
183,param_272,12.7128
184,param_272,69.4953
185,param_272,33.9358
186,param_272,61.5839
187,param_272,61.4244
188,param_272,31.3388
189,param_272,53.6717
190,param_272,58.4694
191,param_272,15.3095
192,param_272,57.7692
193,param_272,16.5552
194,param_272,50.8308
195,param_272,61.7016
196,param_272,48.1091
197,param_272,25.1367
198,param_272,39.2427
199,param_272,47.1684
200,param_272,46.9106
201,param_272,15.0626
202,param_272,17.7492
203,param_272,54.9822
204,param_272,59.1813
205,param_272,37.2925
206,param_272,34.1063
207,param_272,48.3745
208,param_272,48.5814
209,param_272,34.5069
210,param_272,33.2032
211,param_272,37.553
212,param_272,16.9214
213,param_272,7.9768
214,param_272,47.0176
215,param_272,70.2781
216,param_272,34.2275
217,param_272,71.6716
218,param_272,42.3555
219,param_272,49.4722
220,param_272,49.8847
221,param_272,42.7626
222,param_272,46.8474
223,param_272,51.4822
224,param_272,21.2984
225,param_272,46.1362
226,param_272,37.216
227,param_272,59.8935
228,param_272,28.19
229,param_272,71.0586
230,param_272,32.3562
231,param_272,41.298147435897434
232,param_272,36.2322
233,param_272,26.2677
234,param_272,28.8864
235,param_272,57.7551
236,param_272,25.7277
237,param_272,46.272
238,param_272,59.8501
239,param_272,38.7919
240,param_272,42.3465
241,param_272,47.544
242,param_272,52.0736
243,param_272,21.6594
244,param_272,60.2447
245,param_272,17.1035
246,param_272,48.5001
247,param_272,34.7013
248,param_272,33.4448
249,param_272,31.9989
250,param_272,36.8376
251,param_272,46.3656
252,param_272,34.1498
253,param_272,33.2247
254,param_272,45.6405
255,param_272,47.6875
256,param_272,74.3502
257,param_272,46.3175
258,param_272,52.227
259,param_272,47.4768
260,param_272,33.6967
261,param_272,80.6521
262,param_272,49.1398
263,param_272,74.207
264,param_272,29.2691
265,param_272,14.8406
266,param_272,22.203
267,param_272,52.8954
268,param_272,31.8259
1336,param_274,101.9967
270,param_272,33.8327
271,param_272,51.7313
261,param_279,0.0416
262,param_279,0.0389
263,param_279,0.0285
264,param_279,0.0299
265,param_279,0.0308
266,param_279,0.033
267,param_279,0.0274
268,param_279,0.041
269,param_279,0.0488
270,param_279,0.0335
271,param_279,0.0369
272,param_279,0.0223
273,param_279,0.0316
274,param_279,0.0247
275,param_279,0.0365
276,param_279,0.0193
277,param_279,0.0325
278,param_279,0.0393
279,param_279,0.0211
280,param_279,0.0259
281,param_279,0.0435
282,param_279,0.0305
283,param_279,0.0365
284,param_279,0.0275
285,param_279,0.0248
286,param_279,0.0427
287,param_279,0.0243
288,param_279,0.04
289,param_279,0.0325
290,param_279,0.029
291,param_279,0.0396
292,param_279,0.0476
293,param_279,0.0307
294,param_279,0.0296
295,param_279,0.0402
296,param_279,0.036
297,param_279,0.0371
298,param_279,0.0356
299,param_279,0.0453
300,param_279,0.0173
301,param_279,0.0276
302,param_279,0.024
303,param_279,0.0424
304,param_279,0.0393
305,param_279,0.0434
306,param_279,0.029
307,param_279,0.0505
308,param_279,0.1081
309,param_279,0.0485
310,param_279,0.0362
311,param_279,0.0446
312,param_279,0.0381
313,param_279,0.0251
314,param_279,0.0401
315,param_279,0.0243
316,param_279,0.0487
317,param_279,0.0235
318,param_279,0.0398
319,param_279,0.0338
320,param_279,0.0284
321,param_279,0.0398
322,param_279,0.0205
323,param_279,0.0408
324,param_279,0.0381
325,param_279,0.0271
326,param_279,0.0484
327,param_279,0.0215
328,param_279,0.0523
329,param_279,0.0341
330,param_279,0.036
331,param_279,0.0344
332,param_279,0.0308
333,param_279,0.0406
334,param_279,0.0447
335,param_279,0.0394
336,param_279,0.0415
337,param_279,0.0501
338,param_279,0.0368
339,param_279,0.0369
340,param_279,0.0433
341,param_279,0.0499
342,param_279,0.0403
343,param_279,0.0258
344,param_279,0.0284
345,param_279,0.0246
346,param_279,0.0426
347,param_279,0.0459
348,param_279,0.0379
349,param_279,0.019
350,param_279,0.0495
351,param_279,0.0462
352,param_279,0.0317
353,param_279,0.0733
354,param_279,0.0406
355,param_279,0.0342
356,param_279,0.0327
357,param_279,0.0345
358,param_279,0.0343
359,param_279,0.0483
360,param_279,0.0225
361,param_279,0.0339
362,param_279,0.0411
363,param_279,0.0343
364,param_279,0.0285
365,param_279,0.0243
366,param_279,0.0414
367,param_279,0.0305
368,param_279,0.0219
369,param_279,0.0264
370,param_279,0.0381
371,param_279,0.0422
372,param_279,0.0413
373,param_279,0.0201
374,param_279,0.0306
375,param_279,0.0264
376,param_279,0.0452
377,param_279,0.037
378,param_279,0.0352
379,param_279,0.0308
380,param_279,0.0389
381,param_279,0.0662
382,param_279,0.0152
383,param_279,0.0282
384,param_279,0.0269
385,param_279,0.0387
386,param_279,0.0294
387,param_279,0.0431
388,param_279,0.0267
389,param_279,0.0187
390,param_279,0.0383
391,param_279,0.0306
392,param_279,0.0361
393,param_279,0.0259
394,param_279,0.058
395,param_279,0.0398
396,param_279,0.0254
397,param_279,0.0268
398,param_279,0.0218
399,param_279,0.0874
400,param_279,0.0283
401,param_279,0.0214
402,param_279,0.0286
403,param_279,0.046
404,param_279,0.027
405,param_279,0.05
406,param_279,0.0304
407,param_279,0.0242
408,param_279,0.0427
409,param_279,0.0821
410,param_279,0.0235
411,param_279,0.0355
412,param_279,0.0309
413,param_279,0.0571
414,param_279,0.0567
415,param_279,0.0506
416,param_279,0.0383
417,param_279,0.0307
418,param_279,0.0359
419,param_279,0.0341
420,param_279,0.0365
421,param_279,0.0159
422,param_279,0.0381
423,param_279,0.0194
424,param_279,0.018
425,param_279,0.0169
426,param_279,0.0484
427,param_279,0.0381
428,param_279,0.0442
429,param_279,0.044
430,param_279,0.0353
431,param_279,0.0318
432,param_279,0.0495
433,param_279,0.0312
434,param_279,0.0396
435,param_279,0.0415
436,param_279,0.0193
437,param_279,0.0162
438,param_279,0.0284
439,param_279,0.0557
440,param_279,0.0191
441,param_279,0.051
442,param_279,0.0459
443,param_279,0.0302
444,param_279,0.0212
445,param_279,0.0702
446,param_279,0.0329
447,param_279,0.036
448,param_279,0.0148
449,param_279,0.0502
450,param_279,0.1405
451,param_279,0.0323
452,param_279,0.0265
453,param_279,0.0484
454,param_279,0.0325
455,param_279,0.031
456,param_279,0.0336
457,param_279,0.0218
458,param_279,0.0317
459,param_279,0.0352
460,param_279,0.0355
461,param_279,0.0434
462,param_279,0.0377
463,param_279,0.0198
464,param_279,0.0229
465,param_279,0.0445
466,param_279,0.0365
467,param_279,0.0421
468,param_279,0.0195
469,param_279,0.0231
470,param_279,0.0287
471,param_279,0.0246
472,param_279,0.0162
473,param_279,0.0207
474,param_279,0.0471
475,param_279,0.0346
476,param_279,0.0281
477,param_279,0.0306
478,param_279,0.041
479,param_279,0.029
480,param_279,0.0298
481,param_279,0.0386
482,param_279,0.0475
483,param_279,0.045
484,param_279,0.0197
485,param_279,0.0249
486,param_279,0.0368
487,param_279,0.0275
488,param_279,0.0428
489,param_279,0.0168
490,param_279,0.042
491,param_279,0.0439
492,param_279,0.0254
493,param_279,0.0371
494,param_279,0.0366
495,param_279,0.0445
496,param_279,0.0312
497,param_279,0.0288
498,param_279,0.0187
499,param_279,0.0352
500,param_279,0.046
501,param_279,0.034
502,param_279,0.0251
503,param_279,0.0487
504,param_279,0.0301
505,param_279,0.0271
506,param_279,0.0383
507,param_279,0.04
508,param_279,0.0266
509,param_279,0.0365
510,param_279,0.023
511,param_279,0.0542
512,param_279,0.0196
513,param_279,0.0334
514,param_279,0.0345
515,param_279,0.055
516,param_279,0.0399
517,param_279,0.0471
518,param_279,0.022
519,param_279,0.0363
520,param_279,0.0279
521,param_279,0.0317
522,param_279,0.069
523,param_279,0.0211
524,param_279,0.0367
525,param_279,0.0559
526,param_279,0.022
527,param_279,0.0862
528,param_279,0.0292
529,param_279,0.0322
530,param_279,0.0456
531,param_279,0.0445
532,param_279,0.0233
533,param_279,0.0235
534,param_279,0.0213
535,param_279,0.0415
536,param_279,0.0426
537,param_279,0.0319
538,param_279,0.0212
539,param_279,0.0197
540,param_279,0.0419
541,param_279,0.0464
542,param_279,0.0534
543,param_279,0.037
544,param_279,0.0716
545,param_279,0.0497
546,param_279,0.0406
547,param_279,0.1068
548,param_279,0.0325
549,param_279,0.0476
550,param_279,0.0322
551,param_279,0.0318
552,param_279,0.0481
553,param_279,0.0472
554,param_279,0.039
555,param_279,0.0886
556,param_279,0.0221
557,param_279,0.032
558,param_279,0.0349
559,param_279,0.0372
560,param_279,0.0415
561,param_279,0.0549
562,param_279,0.0495
563,param_279,0.0232
564,param_279,0.0234
565,param_279,0.0208
566,param_279,0.0405
567,param_279,0.0289
568,param_279,0.1551
569,param_279,0.0301
570,param_279,0.0573
571,param_279,0.0429
572,param_279,0.0257
573,param_279,0.0383
571,param_272,35.1482
89,param_276,0.0
90,param_276,0.0
187,param_278,0.0009
188,param_278,0.0009
189,param_278,0.0011
190,param_278,0.0015
191,param_278,0.0015
192,param_278,0.0018
193,param_278,0.0014
194,param_278,0.0018
195,param_278,0.0013
196,param_278,0.0009
197,param_278,0.0016
198,param_278,0.0007
199,param_278,0.0017
200,param_278,0.0013
201,param_278,0.0012
202,param_278,0.0008
203,param_278,0.0008
204,param_278,0.0009
205,param_278,0.0009
206,param_278,0.0011
207,param_278,0.0008
208,param_278,0.001
209,param_278,0.0008
210,param_278,0.0012
211,param_278,0.0009
212,param_278,0.0009
213,param_278,0.0014
214,param_278,0.0009
215,param_278,0.0008
216,param_278,0.0008
217,param_278,0.001
218,param_278,0.0012
219,param_278,0.0014
220,param_278,0.0014
221,param_278,0.001
222,param_278,0.0008
223,param_278,0.0009
224,param_278,0.0014
225,param_278,0.0014
226,param_278,0.0014
227,param_278,0.0014
228,param_278,0.0014
229,param_278,0.0009
230,param_278,0.0009
231,param_278,0.0008
232,param_278,0.0011
233,param_278,0.001
234,param_278,0.001
235,param_278,0.0014
236,param_278,0.0009
237,param_278,0.0009
238,param_278,0.0009
239,param_278,0.001
240,param_278,0.001
241,param_278,0.0009
242,param_278,0.0012
243,param_278,0.0011
244,param_278,0.0008
245,param_278,0.0011174582798459565
246,param_278,0.001
247,param_278,0.0009
248,param_278,0.0009
249,param_278,0.0009
250,param_278,0.001
251,param_278,0.0009
252,param_278,0.001
253,param_278,0.0017
254,param_278,0.0014
255,param_278,0.0017
256,param_278,0.0017
257,param_278,0.0007
258,param_278,0.001
259,param_278,0.001
260,param_278,0.001
261,param_278,0.0007
262,param_278,0.001
263,param_278,0.0007
264,param_278,0.001
265,param_278,0.0007
266,param_278,0.001
267,param_278,0.0009
268,param_278,0.0007
269,param_278,0.0007
270,param_278,0.0008
271,param_278,0.0017
272,param_278,0.001
273,param_278,0.0007
274,param_278,0.0017
275,param_278,0.0017
276,param_278,0.0007
277,param_278,0.001
278,param_278,0.0009
279,param_278,0.0007
280,param_278,0.0012
281,param_278,0.0007
282,param_278,0.001
283,param_278,0.0009
284,param_278,0.0014
285,param_278,0.0009
286,param_278,0.0009
287,param_278,0.0014
288,param_278,0.0014
289,param_278,0.0009
290,param_278,0.001
291,param_278,0.0017
292,param_278,0.0014
293,param_278,0.0009
294,param_278,0.0012
295,param_278,0.0014
296,param_278,0.0012
297,param_278,0.0009
298,param_278,0.0009
299,param_278,0.0009
300,param_278,0.0008
301,param_278,0.0012
302,param_278,0.0007
303,param_278,0.0007
304,param_278,0.0012
305,param_278,0.0012
306,param_278,0.0007
307,param_278,0.0014
308,param_278,0.0014
309,param_278,0.001
310,param_278,0.0014
311,param_278,0.0014
312,param_278,0.0007
313,param_278,0.0007
314,param_278,0.0007
315,param_278,0.0007
316,param_278,0.0009
317,param_278,0.0008
318,param_278,0.0012
319,param_278,0.0009
320,param_278,0.0007
321,param_278,0.0007
322,param_278,0.0007
323,param_278,0.0007
324,param_278,0.0012
325,param_278,0.0008
326,param_278,0.001
327,param_278,0.0007
328,param_278,0.0007
329,param_278,0.0009
330,param_278,0.0011
331,param_278,0.001
332,param_278,0.0007
333,param_278,0.0007
334,param_278,0.0012
335,param_278,0.0007
336,param_278,0.0012
337,param_278,0.0006
338,param_278,0.0006
339,param_278,0.0006
340,param_278,0.0009
341,param_278,0.0011
342,param_278,0.0009
343,param_278,0.0009
344,param_278,0.0011
345,param_278,0.0008
346,param_278,0.0006
347,param_278,0.0007
348,param_278,0.0009
349,param_278,0.0007
350,param_278,0.0008
351,param_278,0.0007
352,param_278,0.001
353,param_278,0.001
354,param_278,0.0015
355,param_278,0.0009
356,param_278,0.0009
357,param_278,0.0009
358,param_278,0.0012
359,param_278,0.0011
360,param_278,0.0009
361,param_278,0.0007
362,param_278,0.0012
363,param_278,0.0015
364,param_278,0.0015
365,param_278,0.0016
366,param_278,0.001
367,param_278,0.0015
368,param_278,0.0015
369,param_278,0.0007
370,param_278,0.0011
371,param_278,0.0007
372,param_278,0.0009
373,param_278,0.0008
374,param_278,0.0009
375,param_278,0.0011
376,param_278,0.0009
377,param_278,0.0007
378,param_278,0.0007
379,param_278,0.0006
380,param_278,0.0006
381,param_278,0.0009
382,param_278,0.0013
383,param_278,0.0015
384,param_278,0.0007
385,param_278,0.0009
386,param_278,0.0009
387,param_278,0.0018
388,param_278,0.0015
389,param_278,0.0011
390,param_278,0.0013
391,param_278,0.0013
392,param_278,0.0011
393,param_278,0.0009
394,param_278,0.0007
395,param_278,0.0009
396,param_278,0.0007
397,param_278,0.0013
398,param_278,0.0006
399,param_278,0.0012
400,param_278,0.0012
401,param_278,0.0013
402,param_278,0.0009
403,param_278,0.0013
404,param_278,0.0009
405,param_278,0.0009
406,param_278,0.0013
407,param_278,0.0014
408,param_278,0.0006
409,param_278,0.0009
410,param_278,0.0015
411,param_278,0.0014
412,param_278,0.0006
413,param_278,0.0013
414,param_278,0.0014
415,param_278,0.0007
416,param_278,0.0009
417,param_278,0.0013
418,param_278,0.0014
419,param_278,0.0012
420,param_278,0.0005
421,param_278,0.0009
422,param_278,0.0012
423,param_278,0.0006
424,param_278,0.0009
425,param_278,0.0008
426,param_278,0.0007
427,param_278,0.0014
428,param_278,0.0014
429,param_278,0.0008
430,param_278,0.0008
431,param_278,0.0014
432,param_278,0.0014
433,param_278,0.0014
434,param_278,0.0008
435,param_278,0.0013
436,param_278,0.0008
437,param_278,0.0013
438,param_278,0.0013
439,param_278,0.0008
440,param_278,0.0008
441,param_278,0.0013
442,param_278,0.0016
443,param_278,0.0011
444,param_278,0.0011
445,param_278,0.0013
446,param_278,0.001
447,param_278,0.0011
448,param_278,0.0011
449,param_278,0.0014
450,param_278,0.0008
451,param_278,0.0007
452,param_278,0.0014
453,param_278,0.0014
454,param_278,0.0013
455,param_278,0.0015
456,param_278,0.0009
457,param_278,0.0013
458,param_278,0.0009
